Title,Video ID,Published At,Keyword,Likes,Comments,Views,avg_comment_likes,total_comment_likes,num_comments,avg_sentiment,pos_comments,neg_comments,neu_comments,year,month,dayofweek,is_weekend,video_age_days,title_len_chars,title_len_words,title_exclamations,title_questions,title_emojis,title_upper_words,title_uppercase_ratio,title_has_numbers,likes_per_1000_views,comments_per_1000_views,comments_to_likes_ratio,share_pos_comments,share_neg_comments,share_neu_comments,kw_animals,kw_apple,kw_asmr,kw_bed,kw_biology,kw_business,kw_chess,kw_cnn,kw_computer science,kw_crypto,kw_cubes,kw_data science,kw_education,kw_finance,kw_food,kw_game development,kw_gaming,kw_google,kw_history,kw_how-to,kw_interview,kw_literature,kw_lofi,kw_machine learning,kw_marvel,kw_mathchemistry,kw_minecraft,kw_movies,kw_mrbeast,kw_mukbang,kw_music,kw_news,kw_nintendo,kw_physics,kw_reaction,kw_sat,kw_sports,kw_tech,kw_trolling,kw_tutorial,kw_xbox,log_Views,log_Likes,log_Comments,log_total_comment_likes,log_avg_comment_likes,Viral
Rich Gamer Vs Broke Gamer,hXKhM_taHJ4,2022-08-23,gaming,11797,519,364725,10.6,106,10,1.6,6,0,4,2022,8,1,0,1,25,5,0,0,0,0,0.23809523809523808,0,32.344917403523205,1.4229899239152786,0.04399423582266678,0.6,0.0,0.4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.806901665728098,9.37568530456302,6.253828811575473,4.672828834461906,2.451005098112319,0
Music Mix 2022 🎧 EDM Remixes of Popular Songs 🎧 EDM Gaming Music Mix ​,gTUkevqZXKY,2022-08-22,gaming,2750,116,208701,4.0,40,10,1.8,9,1,0,2022,8,0,0,2,70,12,0,0,2,2,0.2857142857142857,1,13.176745679225302,0.55581909046914,0.04218181818181818,0.9,0.1,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.248662676153058,7.919719760924575,4.762173934797756,3.713572066704308,1.6094379124341003,0
ASMR Gaming 😴 Fortnite 1 Kill = 1 Trigger Relaxing Mouth Sounds 🎮🎧 Controller Sounds + Whispering 💤,mqc6QqoGNWI,2022-08-24,gaming,563,85,14537,6.95,139,20,1.7,14,0,6,2022,8,2,0,0,99,13,0,0,3,1,0.1891891891891892,1,38.72876109238495,5.847148655155809,0.15097690941385436,0.7,0.0,0.3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9.584521190044581,6.335054251498059,4.454347296253507,4.941642422609304,2.0731719286662407,0
1000 IQ Moments in Sports,AqvyzO3IPXc,2022-03-31,sports,39944,1677,5093587,637.8,6378,10,1.4,6,2,2,2022,3,3,0,146,25,5,0,0,0,1,0.23529411764705882,1,7.842017815735748,0.32923752946597357,0.04198377728820348,0.6,0.2,0.2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,15.44349305178458,10.595258786916142,7.425357887027151,8.760766624241956,6.459591416340857,1
Chelsea v. Tottenham Hotspur | PREMIER LEAGUE HIGHLIGHTS | 8/14/2022 | NBC Sports,0RiGydlyTcM,2022-08-14,sports,19987,2358,1335282,1017.8,10178,10,1.6,8,2,0,2022,8,6,1,10,81,12,0,0,0,4,0.5357142857142857,1,14.96837372180558,1.7659191092218722,0.11797668484514935,0.8,0.2,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,14.104653812369564,9.902887372464095,7.765993079407675,9.22808205345234,6.926380743105302,0
Beach Bunny - Sports (Official Audio),szeXkBYq5HU,2018-01-09,sports,275577,5431,15040548,3553.9,35539,10,1.8,9,1,0,2018,1,1,0,1688,37,5,0,0,0,0,0.1724137931034483,0,18.32227123639378,0.36109056664690675,0.019707740486325055,0.9,0.1,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,16.526260378479336,12.526625989100847,8.600062669238532,10.478414101708642,8.176082212446484,1
Team USA SHOCKS JAMAICA for women&#39;s 4x100 world title | NBC Sports,MnCilaL_3yo,2022-07-24,sports,62969,9809,4288833,691.2,6912,10,1.9,9,0,1,2022,7,6,1,31,70,13,0,0,0,4,0.42857142857142855,1,14.68208251522034,2.287102342292181,0.15577506392034177,0.9,0.0,0.1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,15.271525459089485,11.050413701482789,9.191157552559408,8.841158975945264,6.539874931201244,0
Craziest &quot;You Have to See It to Believe It&quot; Moments in Sports History,jxlygT8QMGM,2022-04-18,sports,12785,489,1945140,174.6,1746,10,1.5,5,0,5,2022,4,0,0,128,79,15,0,0,0,0,0.15873015873015872,0,6.572791675663448,0.2513957864215429,0.0382479468126711,0.5,0.0,0.5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,14.480845025980416,9.456106101326672,6.194405391104672,7.465655310134056,5.168208681201016,0
All Sports Baseball Battle | Dude Perfect,dwV04XuiWq4,2019-04-22,sports,778342,20737,57369066,2941.2,29412,10,1.7,7,0,3,2019,4,0,0,1220,41,6,0,0,0,0,0.17647058823529413,0,13.567276831733674,0.3614665785216025,0.026642529890459465,0.7,0.0,0.3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,17.865015813590663,13.564922580040115,9.939723045118223,10.289192032466138,7.986912879816112,1
Impossible Moments in Sports,YaVp_xXotxo,2021-06-20,sports,56480,2515,12272628,271.5,2715,10,1.8,8,0,2,2021,6,6,1,430,28,4,0,0,0,0,0.12,0,4.6021113000410345,0.20492758356237964,0.044529036827195466,0.8,0.0,0.2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,16.322882056164865,10.941659577392821,7.830425617820331,7.906915488678587,5.607638614103299,1
Manchester United v. Liverpool | PREMIER LEAGUE HIGHLIGHTS | 8/22/2022 | NBC Sports,0AjSt2I4Vj4,2022-08-22,sports,23668,2290,1499121,1305.2,13052,10,1.9,9,0,1,2022,8,0,0,2,83,12,0,0,0,4,0.5172413793103449,1,15.787918386841355,1.5275618178919514,0.09675511238803448,0.9,0.0,0.1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,14.220390161364673,10.07192145404481,7.736743682453495,9.47677327138879,7.174877437468557,0
Top 100 Sports Plays of the Decade | 2010 - 2019 Best Moments,_eaK4DIxB5s,2019-12-22,sports,102369,10191,16099483,716.9,7169,10,1.5,6,1,3,2019,12,6,1,976,61,11,0,0,0,0,0.16666666666666666,1,6.35852716512698,0.6330016932841881,0.09955162207308853,0.6,0.1,0.3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,16.59429777975165,11.536348979913816,9.229358377811945,8.877660933593667,6.576330283582437,1
Craziest &quot;Karma/Revenge&quot; Moments in Sports History,kwuIWZ9wRmw,2021-08-06,sports,60821,2638,12867358,477.4,4774,10,1.1,4,3,3,2021,8,4,0,383,60,9,0,0,0,0,0.12,0,4.726766753516923,0.20501489116880092,0.043373177027671364,0.4,0.3,0.3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,16.37020435260949,11.015706844610454,7.878155336503324,8.471149252914831,6.170447202636422,1
All Sports Golf Battle at The Masters,heIKaaamvdc,2022-04-02,sports,355223,6889,11181957,3369.5,33695,10,1.7,8,1,1,2022,4,5,1,144,37,7,0,0,0,0,0.1935483870967742,0,31.76751618701449,0.6160817824643754,0.01939345143754768,0.8,0.1,0.1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,16.229812144525187,12.780503855385135,8.837826364007704,10.425134414933702,8.122816380293493,1
Bournemouth v. Arsenal | PREMIER LEAGUE HIGHLIGHTS | 8/20/2022 | NBC Sports,ftb3nlM9gKU,2022-08-20,sports,7866,550,619006,498.3,4983,10,2.0,10,0,0,2022,8,5,1,4,75,11,0,0,0,4,0.5686274509803921,1,12.707469717579475,0.8885212744302963,0.0699211797609967,1.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,13.335871860164989,8.970432074329242,6.311734809152915,8.51398806046729,6.213207117506563,0
High IQ Moments in Sports,AbnjSelQYV8,2021-08-30,sports,84728,1451,10909239,131.8,1318,10,1.1,3,2,5,2021,8,0,0,359,25,5,0,0,0,1,0.23809523809523808,0,7.766627901359572,0.13300652776971889,0.01712538948163535,0.3,0.2,0.5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,16.205120694521227,11.347213206927655,7.280697195384741,7.1846291527173145,4.888844237042334,1
Liverpool v. Crystal Palace | PREMIER LEAGUE HIGHLIGHTS | 8/15/2022 | NBC Sports,vqRZ8z1MU3o,2022-08-16,sports,6920,640,665643,469.8,4698,10,2.0,10,0,0,2022,8,1,0,8,80,12,0,0,0,4,0.5454545454545454,1,10.395963001188324,0.961476346930712,0.09248554913294797,1.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,13.408510272073476,8.842315546841863,6.46302945692067,8.455104999102815,6.154433375386121,0
Impossible Sports Moments,jzJW0gTYB9k,2022-02-22,sports,22479,299,2020370,31.8,318,10,1.3,4,1,5,2022,2,1,0,183,25,3,0,0,0,0,0.13043478260869565,0,11.126179858144795,0.14799269440746002,0.01330130343876507,0.4,0.1,0.5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,14.518791715879672,10.020381304007627,5.703782474656201,5.765191102784844,3.490428515390098,0
Best Of Boxing 2021 | Full Episode | SHOWTIME SPORTS,YClWEHi6mzY,2022-01-02,sports,6568,591,592998,180.4,1804,10,1.8,9,1,0,2022,1,6,1,234,52,8,0,0,0,2,0.5135135135135135,1,11.07592268439354,0.9966306800360204,0.08998172959805116,0.9,0.1,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,13.2929479916378,8.790116892892472,6.3835066348840055,7.498315870766981,5.200704537681037,0
Craziest &quot;1 in a Trillion&quot; Moments in Sports History,RxhDx1gpoeo,2021-08-09,sports,127971,3938,20647398,989.9,9899,10,1.5,7,2,1,2021,8,0,0,380,62,11,0,0,0,0,0.10204081632653061,1,6.1979238255590365,0.19072621160303105,0.03077259691648889,0.7,0.2,0.1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,16.843099913021675,11.759566768972483,8.278682162970906,9.20029003612268,6.898613621064854,1
Newcastle United v. Manchester City | PREMIER LEAGUE HIGHLIGHTS | 8/21/2022 | NBC Sports,B6HQSEz2ZDg,2022-08-21,sports,11805,1116,961317,1052.2,10522,10,1.7,8,1,1,2022,8,6,1,3,88,13,0,0,0,4,0.5,1,12.280028336126376,1.160907380187805,0.09453621346886912,0.8,0.1,0.1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,13.776060538522316,9.376363155800634,7.018401799069201,9.261318616740812,6.959588427622155,0
All Sports Trick Shots | Dude Perfect,bIDKhZ_4jLQ,2019-10-07,sports,601464,23466,27922929,666.4,6664,10,1.9,9,0,1,2019,10,0,0,1052,37,6,0,0,0,0,0.2,0,21.540147167225904,0.8403846172441294,0.03901480387853637,0.9,0.0,0.1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,17.144958773045758,13.307123624840218,10.063350457922596,8.804625232612809,6.503389566317273,1
Greatest World Records in Sport History,v3m_DlYSJOA,2020-10-03,sports,241605,6650,31518906,1317.5,13175,10,1.4,4,0,6,2020,10,5,1,690,39,6,0,0,0,0,0.14705882352941177,0,7.665399300343736,0.2109844802354498,0.027524264812400407,0.4,0.0,0.6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,17.26609814595677,12.395063579171513,8.802522498284421,9.486152271857476,7.184250005793341,1
Kentucky Derby 2022 (FULL RACE) | NBC Sports,wIYD42DV3Ro,2022-05-07,sports,39999,6387,5683239,926.2,9262,10,1.8,8,0,2,2022,5,5,1,109,44,7,0,0,0,3,0.4666666666666667,1,7.0380640335555125,1.123830970332235,0.15967899197479937,0.8,0.0,0.2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,15.553032050603452,10.596634733096073,8.762176509334903,9.133783249254028,6.832169292025542,1
20 TIMES SPORTS FANS TOOK IT WAY TOO FAR,_6akkGVr2zs,2021-01-08,sports,33316,1335,7795119,419.1,4191,10,1.2,5,3,2,2021,1,4,0,593,40,9,0,0,0,8,1.0,1,4.2739565617920645,0.1712610160281068,0.04007083683515428,0.5,0.3,0.2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,15.869008454839163,10.413823056212888,7.197435354096591,8.340933226000878,6.040492778175336,1
Craziest &quot;Deadly Fall&quot; Moments in Sports History,U7bNzl0HepU,2021-10-24,sports,14899,637,1836457,247.8,2478,10,1.1,5,4,1,2021,10,6,1,304,58,9,0,0,0,0,0.125,0,8.112904358773442,0.3468635530262892,0.04275454728505269,0.5,0.4,0.1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,14.423349274391454,9.60911649193355,6.45833828334479,7.8156105320351905,5.516649360865024,0
Top 100 Best Sports Bloopers 2020,yaGkToO1eHo,2020-12-28,sports,25347,385,9444655,19.3,193,10,1.1,2,1,7,2020,12,0,0,604,33,6,0,0,0,0,0.19047619047619047,1,2.683740168380952,0.04076379708946489,0.015189174261253798,0.2,0.1,0.7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,16.060959636867494,10.140455110443408,5.955837369464831,5.267858159063328,3.0106208860477417,1
Leeds United v. Chelsea | PREMIER LEAGUE HIGHLIGHTS | 8/21/2022 | NBC Sports,dCMJqrAHgkc,2022-08-21,sports,11898,1330,901368,1101.3,11013,10,1.8,8,0,2,2022,8,6,1,3,76,12,0,0,0,4,0.5882352941176471,1,13.199936097132358,1.4755349646315377,0.11178349302403766,0.8,0.0,0.2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,13.711669997699888,9.384209641955154,7.193685818395112,9.306922469822426,7.005154184969269,0
Reactions after Manchester United take down Liverpool | Premier League | NBC Sports,cjTV-uyMKbc,2022-08-23,sports,1096,178,106597,79.5,795,10,1.1,5,4,1,2022,8,1,0,1,83,11,0,0,0,1,0.14492753623188406,0,10.281715245269567,1.6698406146514442,0.1624087591240876,0.5,0.4,0.1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,11.576820028811799,7.00033446027523,5.187385805840755,6.679599185844383,4.388257184424518,0
Tottenham Hotspur v. Wolves | PREMIER LEAGUE HIGHLIGHTS | 8/20/2022 | NBC Sports,Q99TxKPzLkc,2022-08-20,sports,6325,391,573655,168.5,1685,10,1.4,6,2,2,2022,8,5,1,4,80,12,0,0,0,4,0.5454545454545454,1,11.025790762740671,0.6815943380603324,0.06181818181818182,0.6,0.2,0.2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,13.25978519251191,8.752423403865594,5.971261839790462,7.430114138561801,5.1328529268205045,0
All Sports Golf Battle 2 | Dude Perfect,-RmUADCWI4A,2017-12-04,sports,867074,43024,106014469,303.9,3039,10,1.8,8,0,2,2017,12,0,0,1724,39,7,0,0,0,0,0.2,1,8.178826986342779,0.4058313964672124,0.049619755637927095,0.8,0.0,0.2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,18.479086152193737,13.672880757211631,10.66953662107974,8.019612794400267,5.719983853994209,1
Manchester City v. Bournemouth | PREMIER LEAGUE HIGHLIGHTS | 8/13/2022 | NBC Sports,WZKPK1a8w90,2022-08-13,sports,6946,481,647117,415.4,4154,10,0.9,3,4,3,2022,8,5,1,11,83,12,0,0,0,4,0.5172413793103449,1,10.733762209924945,0.7432968072234233,0.06924848833861215,0.3,0.4,0.3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,13.380283937070171,8.846065190692881,6.1779441140506,8.332067707289548,6.031646336740814,0
The Most Controversial Player in Sports,Kcne0vP4NNE,2021-09-21,sports,51562,8289,4282206,1011.7,10117,10,0.7,1,4,5,2021,9,1,0,337,39,6,0,0,0,0,0.14705882352941177,0,12.040990087819223,1.9356845513737546,0.16075792250106669,0.1,0.4,0.5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,15.269979088859644,10.850559639999718,9.022805248129341,9.222071294851881,6.9203753103382395,0
1 IN A TRILLION MOMENTS IN SPORTS,3fT5K2SIXDQ,2022-06-12,sports,31796,555,6134948,95.8,958,10,0.8,2,4,4,2022,6,6,1,73,33,7,0,0,0,5,1.0,1,5.1827660152946695,0.09046531445743305,0.017455025789407472,0.2,0.4,0.4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,15.629512323134161,10.367127224695365,6.320768294250582,6.8658910748834385,4.572646994282532,1
BIGGEST Winners &amp; Losers From Friday&#39;s NFL Preseason Slate I CBS Sports HQ,VAe6ZDhwZ0c,2022-08-20,sports,46,6,2219,0.0,0,5,0.6,0,2,3,2022,8,5,1,4,82,15,0,0,0,4,0.36507936507936506,1,20.730058584948175,2.7039206849932405,0.13043478260869565,0.0,0.4,0.6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,7.705262474866325,3.8501476017100584,1.9459101490553132,0.0,0.0,0
Viagra Boys - Sports (Official Video),QjL7D33xpS4,2018-08-13,sports,149084,3901,4820297,1196.7,11967,10,1.6,6,0,4,2018,8,0,0,1472,37,5,0,0,0,0,0.1724137931034483,0,30.928384703266207,0.8092862327777729,0.026166456494325346,0.6,0.0,0.4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,15.388346309841793,11.912271892070216,8.269244521183056,9.389991700214258,7.088158329953461,1
Manchester United v. Liverpool LIVE postgame Q&amp;A | Premier League | NBC Sports,BZIfU09QOJY,2022-08-22,sports,191,35,27378,2.875,23,8,0.875,1,2,5,2022,8,0,0,2,82,13,0,0,0,2,0.23076923076923078,0,6.976404412301848,1.2783987142961502,0.18324607329842932,0.125,0.25,0.625,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,10.217531575165962,5.2574953720277815,3.58351893845611,3.1780538303479458,1.3545456628053103,0
Canadian Ultimate Championships Juniors: Open Final | Ultimate Frisbee | CBC Sports,ETsM6CGZ0_Y,2022-08-24,sports,38,1,4114,0.0,0,1,2.0,1,0,0,2022,8,2,0,0,83,10,0,0,0,1,0.17391304347826086,0,9.236752552260572,0.24307243558580455,0.02631578947368421,1.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,8.32239411311117,3.6635616461296463,0.6931471805599453,0.0,0.0,0
Nintendo Switch Sports - Overview Trailer - Nintendo Switch,tiwjvBSS_Wk,2022-03-31,sports,32772,4597,1194578,268.4,2684,10,2.0,10,0,0,2022,3,3,0,146,59,7,0,0,0,0,0.14285714285714285,0,27.433955756760966,3.848220878000432,0.14027218357134139,1.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,13.993304380019852,10.397360284649457,8.433376705323127,7.895436006942965,5.596197263976263,0
"Funniest Sports Moments of the Year 2021 | Crazy Fan Moments, Epic Fails &amp; Blunders",JsOL9GBAugY,2021-12-26,sports,2584,57,1051751,9.7,97,10,1.2,5,3,2,2021,12,6,1,241,87,14,0,0,0,0,0.15384615384615385,1,2.4568552822863965,0.05419533710925875,0.022058823529411766,0.5,0.3,0.2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,13.865967903043543,7.85748078694253,4.060443010546419,4.584967478670572,2.3702437414678603,0
The NFL Experience with Kai Nacua and Tyler Allgeier | BYU Sports Nation Full Episode 8.23.22,ARnERQncs0I,2022-08-23,sports,15,1,867,0.0,0,1,2.0,1,0,0,2022,8,1,0,1,93,17,0,0,0,2,0.22857142857142856,1,17.301038062283737,1.1534025374855825,0.06666666666666667,1.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,6.7661917146603505,2.772588722239781,0.6931471805599453,0.0,0.0,0
Craziest &quot;Thinking outside the Box&quot; Moments in Sports History,szlhtejAMyM,2021-10-05,sports,132236,3715,15110047,2062.7,20627,10,1.9,9,0,1,2021,10,1,0,323,71,11,0,0,0,0,0.1016949152542373,0,8.751528039588493,0.24586290168389283,0.028093711243534287,0.9,0.0,0.1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,16.530870510948045,11.792351046212165,8.22040309993373,9.93440465517085,7.632255767200078,1
Caicedo? Pulisic? Casemiro? | Who are Manchester United interested in signing? ✍️🔴,x64iroHxmsc,2022-08-18,sports,3991,820,269716,149.9,1499,10,0.7,2,5,3,2022,8,3,0,6,82,10,0,4,2,0,0.09523809523809523,0,14.797045781488677,3.0402349137611413,0.2054622901528439,0.2,0.5,0.3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,12.505128540140955,8.292047637431354,6.710523109452428,7.313220387090301,5.016617365773803,0
West Ham United v. Brighton | PREMIER LEAGUE HIGHLIGHTS | 8/21/2022 | NBC Sports,rVcwYxqupxw,2022-08-21,sports,2192,144,230945,91.2,912,10,1.2,4,2,4,2022,8,6,1,3,80,13,0,0,0,4,0.5740740740740741,1,9.491437355214444,0.6235250817294161,0.06569343065693431,0.4,0.2,0.4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,12.349939195942579,7.693025748417888,4.976733742420574,6.816735880594968,4.523960130562548,0
&quot;They can ******* play football…sorry&quot;😅 | Erik ten Hag reacts to his first Manchester United win,G8cramghuZ8,2022-08-22,sports,54006,3508,2699810,3099.5,30995,10,1.8,8,0,2,2022,8,0,0,2,106,17,0,0,1,0,0.06493506493506493,0,20.003629885065987,1.2993506950489109,0.06495574565788986,0.8,0.0,0.2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,14.808692328524444,10.896868946774847,8.163086375583216,10.34161344288384,8.039318667789933,0
&quot;WE DONE IT BABY! 🇬🇧🇯🇲🏆 EPIC POST-FIGHT SCENES as Leon Edwards Becomes UFC Welterweight Champion,90xB3D-UYd4,2022-08-21,sports,14293,2114,577426,580.5,5805,10,1.5,7,2,1,2022,8,6,1,3,101,16,1,0,1,9,0.5,0,24.75295535705008,3.6610751853917214,0.1479045686699783,0.7,0.2,0.1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,13.266337306461649,9.567595147779924,7.656810091480378,8.666647144584575,6.365610971958719,0
Reactions after Arsenal cruise past Bournemouth | Premier League | NBC Sports,7nMB5YvZ8Ak,2022-08-20,sports,1121,91,65057,63.9,639,10,1.8,9,1,0,2022,8,5,1,4,77,10,0,0,0,1,0.140625,0,17.231043546428516,1.3987733833407627,0.08117752007136485,0.9,0.1,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,11.083034458700237,7.022868086082641,4.5217885770490405,6.461468176353717,4.1728476237100445,0
Sports Car Giant Test 2022 – Ferrari vs Porsche vs McLaren &amp; more! | CAR magazine (4K),YWY5zWR5HrY,2022-08-15,sports,1941,401,83228,17.2,172,10,1.5,7,2,1,2022,8,0,0,9,90,15,1,0,0,2,0.1935483870967742,1,23.32147834863267,4.818090065843226,0.20659453889747553,0.7,0.2,0.1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,11.329351123769488,7.571473648851271,5.996452088619021,5.153291594497779,2.9014215940827497,0
