Title,Video ID,Published At,Keyword,Likes,Comments,Views,avg_comment_likes,total_comment_likes,num_comments,avg_sentiment,pos_comments,neg_comments,neu_comments,year,month,dayofweek,is_weekend,video_age_days,title_len_chars,title_len_words,title_exclamations,title_questions,title_emojis,title_upper_words,title_uppercase_ratio,title_has_numbers,likes_per_1000_views,comments_per_1000_views,comments_to_likes_ratio,share_pos_comments,share_neg_comments,share_neu_comments,kw_animals,kw_apple,kw_asmr,kw_bed,kw_biology,kw_business,kw_chess,kw_cnn,kw_computer science,kw_crypto,kw_cubes,kw_data science,kw_education,kw_finance,kw_food,kw_game development,kw_gaming,kw_google,kw_history,kw_how-to,kw_interview,kw_literature,kw_lofi,kw_machine learning,kw_marvel,kw_mathchemistry,kw_minecraft,kw_movies,kw_mrbeast,kw_mukbang,kw_music,kw_news,kw_nintendo,kw_physics,kw_reaction,kw_sat,kw_sports,kw_tech,kw_trolling,kw_tutorial,kw_xbox,log_Views,log_Likes,log_Comments,log_total_comment_likes,log_avg_comment_likes,Viral
Apple Pay Is Killing the Physical Wallet After Only Eight Years | Tech News Briefing Podcast | WSJ,wAZZ-UWGVHI,2022-08-23,tech,3407,672,135612,39.1,391,10,1.2,4,2,4,2022,8,1,0,1,98,16,0,0,0,1,0.21518987341772153,0,25.12314544435596,4.955313689054066,0.19724097446433814,0.4,0.2,0.4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,11.817560520099667,8.133880887949207,6.511745329644728,5.971261839790462,3.6913763343125234,0
The most EXPENSIVE thing I own.,b3x28s61q3c,2022-08-24,tech,76779,4306,1758063,598.2,5982,10,1.8,9,1,0,2022,8,2,0,0,31,6,0,0,0,1,0.44,0,43.67249637811614,2.4492865158984634,0.05608304354055145,0.9,0.1,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,14.379723761570302,11.248699468554788,8.36799688505411,8.696677393390031,6.3955954322030095,0
My New House Gaming Setup is SICK!,4mgePWWCAmA,2022-08-23,tech,63825,3338,1564007,626.2,12524,20,1.9,18,0,2,2022,8,1,0,1,34,7,1,0,0,1,0.3333333333333333,0,40.808640882042084,2.1342615474227418,0.052299255777516644,0.9,0.0,0.1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,14.262762315163826,11.0639159098287,8.113426639943654,9.435481925953065,6.441265469036198,0
Petrol Vs Liquid Nitrogen | Freezing Experiment | പെട്രോളിനെ ഐസ് ആകാൻ പറ്റുമോ | M4 Tech |,kXiYSI7H2b0,2022-08-23,tech,71566,1426,922918,528.8,5288,10,1.6,6,0,4,2022,8,1,0,1,89,19,0,0,0,1,0.17777777777777778,1,77.54318368479106,1.5450993479377366,0.019925663024341168,0.6,0.0,0.4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,13.735296752320982,11.17838935284977,7.2633296174768365,8.57338447106598,6.272499576837969,0
Best Back to School Tech 2022!,ErMwWXQxHp0,2022-08-08,tech,96513,5155,1855644,2721.7,27217,10,1.6,6,0,4,2022,8,0,0,16,30,6,1,0,0,0,0.2,1,52.010514947910266,2.77801129958117,0.05341249365370468,0.6,0.0,0.4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,14.433742902481823,11.47744335452453,8.547916364059079,10.211633798120262,7.909379314000566,0
Brewmaster Answers Beer Questions From Twitter | Tech Support | WIRED,18fwz9Itbvo,2021-11-05,tech,33570,1643,943119,1735.5,17355,10,1.3,5,2,3,2021,11,4,0,292,69,9,0,0,0,1,0.22807017543859648,0,35.594659846742566,1.7420919311348833,0.04894250819183795,0.5,0.2,0.3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,13.756948806966008,10.42141787803205,7.404887575616125,9.761693546918242,7.459626872184129,0
Tech Monopolies: Last Week Tonight with John Oliver (HBO),jXf04bhcjbg,2022-06-13,tech,135047,9367,5937790,1921.5,19215,10,1.1,4,3,3,2022,6,0,0,72,57,9,0,0,0,1,0.21739130434782608,0,22.7436470471337,1.5775229504579986,0.06936103726850652,0.4,0.3,0.3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,15.596847736650373,11.813385549781225,9.145054905277552,9.863498544319764,7.5613817013797995,1
I bought the STRANGEST TECH on the Internet.,2TqOmtTAMRY,2022-08-07,tech,216935,12605,4782514,1148.0,11480,10,1.8,9,1,0,2022,8,6,1,17,44,8,0,0,0,2,0.4166666666666667,0,45.36003449231931,2.6356430948241867,0.05810496231590108,0.9,0.1,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,15.380477116726546,12.287357658146357,9.441928170073055,9.348448774093812,7.046647277848756,1
15 Emerging Technologies that Will Change the World,wLlL46pYcg4,2021-12-08,tech,45565,2882,7001236,120.5,1205,10,1.1,3,2,5,2021,12,2,0,259,51,8,0,0,0,0,0.11904761904761904,1,6.508136563315392,0.4116416015686373,0.0632503017667069,0.3,0.2,0.5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,15.761597405693172,10.726917103358996,7.9665866976384025,7.095064377287131,4.799914262780603,1
Toxicologist Answers More Poison Questions From Twitter | Tech Support | WIRED,R7qsau3X6Ks,2022-07-14,tech,24252,1068,667767,1233.3,12333,10,1.1,5,4,1,2022,7,3,0,41,78,10,0,0,0,1,0.2153846153846154,0,36.31805704684418,1.599360255897641,0.04403760514596734,0.5,0.4,0.1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,13.411696086805076,10.09629560005422,6.974478911025045,9.420114955551439,7.118259286749883,0
Dope Tech: The Most Extreme Gaming Monitor!,MEiq0oCUb_8,2022-08-15,tech,118001,4123,2359142,1342.2,13422,10,1.7,8,1,1,2022,8,0,0,9,43,7,1,0,0,0,0.2,0,50.01860846019442,1.7476692797635751,0.03494038186117067,0.8,0.1,0.1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,14.673808975458877,11.678456852456709,8.32457884513685,9.504724932487637,7.202810105763331,0
Cool Tech Under $50 - August!,pT_9hntWj34,2022-08-06,tech,20999,3091,413179,55.3,553,10,2.0,10,0,0,2022,8,5,1,18,29,5,1,0,0,0,0.21052631578947367,1,50.823008913812174,7.481019122462662,0.14719748559455212,1.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,12.931638612345619,9.95227771670556,8.036573409707312,6.317164686747284,4.030694535145645,0
Cool Back to School Tech 2022 🔥 (Under $100),cj4lxmHQV0o,2022-08-13,tech,15322,547,389114,214.9,2149,10,1.5,7,2,1,2022,8,5,1,11,44,8,0,0,1,0,0.2,1,39.376635124924825,1.405757695688153,0.035700300221903146,0.7,0.2,0.1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,12.87163020873075,9.637110246578176,6.306275286948016,7.673223121121708,5.3748153375207615,0
Best Tech/EDC Gifts Under $50 for Father&#39;s Day! - Gift Guide 2022,d-BdIo8_wpA,2021-12-15,tech,17866,157,444953,58.5,585,10,1.8,9,1,0,2021,12,2,0,252,69,14,1,0,0,1,0.2558139534883721,1,40.15255543843957,0.35284625567194733,0.00878764132990037,0.9,0.1,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,13.005726185018732,9.790710714933168,5.062595033026967,6.373319789577012,4.085976312551584,0
My Massive Tech Unboxing 47.0!,eFhhW6fsAbQ,2022-07-09,tech,13217,442,371563,75.3,753,10,1.8,9,1,0,2022,7,5,1,46,30,6,1,0,0,0,0.19047619047619047,1,35.57135667437286,1.1895694673581598,0.03344177952636756,0.9,0.1,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,12.825476402864977,9.489334816030398,6.093569770045136,6.625392368007956,4.334672938290411,0
Why Millennials Are Leaving Six-Figure Tech Jobs,N88OE2ZCHBM,2021-06-04,tech,26890,4999,1633059,675.8,6758,10,1.2,6,4,0,2021,6,4,0,446,48,8,0,0,0,0,0.1951219512195122,0,16.46603092723533,3.0611263891874083,0.18590554109334326,0.6,0.4,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,14.305966113469909,10.199546937117361,8.517193191416238,8.818630229100354,6.517375808292013,0
10 Coolest Gadgets and Inventions That Will Blow Your Mind,PKATJiyz0iI,2021-08-13,tech,9562,199,760249,7.6,76,10,1.2,4,2,4,2021,8,4,0,376,58,10,0,0,0,0,0.1702127659574468,1,12.577458174887438,0.26175634561834343,0.020811545701736038,0.4,0.2,0.4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,13.541402605539611,9.165656764349542,5.298317366548036,4.343805421853684,2.151762203259462,0
17 Coolest Gadgets You Can Actually Buy,qiMnSaZWf3M,2022-07-21,tech,11743,143,1086568,37.6,376,10,1.2,5,3,2,2022,7,3,0,34,39,7,0,0,0,0,0.1935483870967742,1,10.807423005279006,0.131607041620957,0.01217746742740356,0.5,0.3,0.2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,13.89853558333496,9.371097750854297,4.969813299576001,5.932245187448011,3.653252276470785,0
Almost EVERYONE is Wasting Money on Dash Cams.,4AnyhHl3_tE,2022-08-14,tech,146978,11105,3186890,2083.4,20834,10,1.3,6,3,1,2022,8,6,1,10,46,8,0,0,0,1,0.34210526315789475,0,46.11957111792375,3.484588423196282,0.07555552531671407,0.6,0.3,0.1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,14.974556391371227,11.898044998412963,9.315240781801553,9.944389543856554,7.64223632303506,0
I bought the THINNEST Tech in the world.,nmY2kgWYwyQ,2022-03-25,tech,363771,13609,11422924,1469.1,14691,10,1.7,8,1,1,2022,3,4,0,152,40,8,0,0,0,1,0.3125,0,31.845699052186635,1.1913762185584007,0.03741089861478787,0.8,0.1,0.1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,16.25113285899375,12.804282576738588,9.518560095645512,9.595058406939557,7.29308570466992,1
iPhone 14 Lineup is NOT what you Expected.. (plot twist),HMqyLcNmsec,2022-08-24,tech,2117,486,63650,19.4,194,10,1.8,8,0,2,2022,8,2,0,0,56,10,0,0,0,1,0.14634146341463414,1,33.26001571091909,7.635506677140613,0.2295701464336325,0.8,0.0,0.2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,11.061170314781226,7.658227526161352,6.18826412308259,5.272999558563747,3.0155349008501706,0
Doctor Answers Gut Questions From Twitter | Tech Support | WIRED,Q2ysbTVlPdk,2022-05-12,tech,42841,1357,1280387,3626.7,36267,10,1.9,9,0,1,2022,5,3,0,104,64,9,0,0,0,1,0.25,0,33.45941500499458,1.0598358152652285,0.03167526434957167,0.9,0.0,0.1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,14.062673714962699,10.665274208812761,7.213768308118642,10.498691088765947,8.196354117628575,0
Cool Tech Under $50 - July!,zI8KQq5zmyM,2022-07-02,tech,23689,2842,530889,84.1,841,10,1.7,8,1,1,2022,7,5,1,53,27,5,1,0,0,0,0.23529411764705882,1,44.621380363880206,5.353284773276523,0.11997129469373971,0.8,0.1,0.1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,13.182310122455393,10.07280829715283,7.952615111651,6.7357800142423265,4.443827035579329,0
Wolfgang Puck Answers Restaurant Questions From Twitter | Tech Support | WIRED,iEAlq1GPgnc,2021-06-18,tech,55231,2175,2122433,2806.3,28063,10,1.6,7,1,2,2021,6,4,0,432,78,10,0,0,0,1,0.2153846153846154,0,26.022493996276914,1.0247673307001917,0.03938005830059206,0.7,0.1,0.2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,14.568074101277807,10.9192977744431,7.685243607975833,10.242242895171909,7.939978446319058,0
Battle Of The Tech - Super Bike Vs World Superbike,IHnhSxizVOA,2022-07-31,tech,1289,183,35948,23.8,238,10,1.1,4,3,3,2022,7,6,1,24,50,9,0,0,0,0,0.225,0,35.85734950484033,5.090686547234895,0.14197051978277736,0.4,0.3,0.3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,10.489856546350627,7.162397497355718,5.214935757608986,5.476463551931511,3.2108436531709366,0
OnePlus 10R vs 10T | Unboxing &amp; Comparison,Ql1-RZ2FUrc,2022-08-24,tech,970,207,23175,8.11111111111111,73,9,1.4444444444444444,6,2,1,2022,8,2,0,0,46,7,0,0,0,2,0.1875,1,41.855447680690396,8.932038834951456,0.2134020618556701,0.6666666666666666,0.2222222222222222,0.1111111111111111,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,10.050872539449186,6.878326468291325,5.337538079701318,4.30406509320417,2.209494669928034,0
Tech Hiring Slowdown: What’s Different This Time? | Tech News Briefing Podcast | WSJ,Fpof56HU6SY,2022-08-10,tech,1608,273,78520,10.9,109,10,0.8,2,4,4,2022,8,2,0,14,84,13,0,1,0,1,0.21212121212121213,0,20.478858889454916,3.47682119205298,0.16977611940298507,0.2,0.4,0.4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,11.271121383918063,7.3833681469923835,5.6131281063880705,4.700480365792417,2.4765384001174837,0
10 New Tech Gadgets 2022 | You Can Buy Right Now,bbbQ_X45FaA,2022-05-27,tech,1452,38,63599,3.0,30,10,1.8,8,0,2,2022,5,4,0,89,48,10,0,0,0,0,0.25806451612903225,1,22.830547650120284,0.5974936712841397,0.026170798898071626,0.8,0.0,0.2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,11.060368749328214,7.2813856635702825,3.6635616461296463,3.4339872044851463,1.3862943611198906,0
Taste Expert Answers Questions From Twitter | Tech Support | WIRED,MtMkU-1p7-0,2022-06-03,tech,35758,2056,1006704,1551.4,15514,10,1.5,7,2,1,2022,6,4,0,82,66,9,0,0,0,1,0.24074074074074073,0,35.51987475961156,2.042308364722898,0.0574976229095587,0.7,0.2,0.1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,13.822193179428137,10.484557264690627,7.6290038896529575,9.64956257688248,7.347557399494751,0
Audiologist Answers Hearing Questions From Twitter | Tech Support | WIRED,QYlXL_8ei6g,2022-08-19,tech,8725,790,257848,312.0,3120,10,1.7,8,1,1,2022,8,4,0,5,73,9,0,0,0,1,0.21311475409836064,0,33.8377648847383,3.0638205454376224,0.09054441260744986,0.8,0.1,0.1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,12.460129421247812,9.074062353683555,6.673297967767654,8.045908742270779,5.746203190540153,0
James Dyson Answers Design Questions From Twitter | Tech Support | WIRED,zFCFe38EIfE,2021-11-30,tech,110145,3289,2954979,3606.7,36067,10,1.4,6,2,2,2021,11,1,0,267,72,10,0,0,0,1,0.23728813559322035,0,37.27437656917359,1.113036674710717,0.029860638249580098,0.6,0.2,0.2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,14.899002440609921,11.609562037454003,8.098642843759418,10.493161324619797,8.190825729166724,0
My Massive Tech Unboxing 46.0!,LOrkbagIpiY,2022-05-28,tech,12188,326,304037,40.5,405,10,1.8,8,0,2,2022,5,5,1,88,30,6,1,0,0,0,0.19047619047619047,1,40.087226225755415,1.0722379184112458,0.026747620610436496,0.8,0.0,0.2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,12.62490797257651,9.408289184655837,5.7899601708972535,6.0063531596017325,3.7256934272366524,0
Cool Tech Under $50 - April!,UK5OHUmIgcc,2022-04-02,tech,59458,4159,1541386,117.4,1174,10,2.0,10,0,0,2022,4,5,1,144,28,5,1,0,0,0,0.2222222222222222,1,38.574373972515644,2.6982209517927376,0.06994853510040701,1.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,14.248193218399196,10.993042278381736,8.333270353255308,7.069023426578259,4.774068722449905,0
15 Emerging Technologies That Will Change Our World,My2Tr3k1liw,2022-05-14,tech,3494,136,589007,3.4444444444444446,31,9,1.3333333333333333,3,0,6,2022,5,5,1,102,51,8,0,0,0,0,0.16666666666666666,1,5.932017785866721,0.23089708611272872,0.038923869490555235,0.3333333333333333,0.0,0.6666666666666666,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,13.286195044884439,8.15908865466791,4.919980925828125,3.4657359027997265,1.491654876777717,0
Veterinarian Answers Pet Questions From Twitter | Tech Support | WIRED,IUwqf08-FKU,2022-05-05,tech,36423,1902,1085076,2822.9,28229,10,0.7,3,6,1,2022,5,3,0,111,70,9,0,0,0,1,0.22413793103448276,0,33.567234000199065,1.7528726098448404,0.052219751256074455,0.3,0.6,0.1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,13.897161510180542,10.502983177014618,7.551186867296149,10.248140521247535,7.945874187221285,0
What Is The Best Position For Descending? | GCN Tech Clinic,U48UrDpXGog,2022-08-24,tech,941,221,25594,2.0,20,10,1.1,4,3,3,2022,8,2,0,0,59,10,0,1,0,1,0.2553191489361702,0,36.76642963194499,8.634836289755413,0.23485653560042508,0.4,0.3,0.3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,10.150152298891683,6.848005274576363,5.402677381872279,3.044522437723423,1.0986122886681098,0
My Everyday Tech: 2022!,-pTGc7cIBIA,2022-01-07,tech,134194,6102,4098623,1300.3,13003,10,1.8,8,0,2,2022,1,4,0,229,23,4,1,0,0,0,0.21428571428571427,1,32.74124016773438,1.4887926994017258,0.045471481586360045,0.8,0.0,0.2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,15.226161865588882,11.807049245001485,8.716535732544495,9.473012281423795,7.171119043782712,0
INVENTIONS OF THE FUTURE THAT WILL SOON BE AVAILABLE TO EVERYONE,_f8Gb-vojoU,2022-03-16,tech,42075,1820,7188648,80.1,801,10,1.8,8,0,2,2022,3,2,0,161,64,11,0,0,0,11,1.0,0,5.8529781956217635,0.25317695344103647,0.04325609031491384,0.8,0.0,0.2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,15.788013812180921,10.647232785859165,7.507141079727608,6.687108607866515,4.395682961121367,1
"Twitter Whistleblower Accuses Company of Privacy, Security Issues | Tech News Briefing Podcast | WSJ",MAeXrShneoQ,2022-08-24,tech,709,128,25745,11.8,118,10,0.7,3,6,1,2022,8,2,0,0,100,13,0,0,0,1,0.1686746987951807,0,27.539328024859195,4.971839192076131,0.18053596614950634,0.3,0.6,0.1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,10.15603455421958,6.565264970035361,4.859812404361672,4.77912349311153,2.5494451709255714,0
"I Did a Terrible Job of This - Intel $5,000 Extreme Tech Upgrade",AREK4H8k7Ng,2022-07-23,tech,78852,3926,1889567,1194.8,11948,10,1.4,6,2,2,2022,7,5,1,32,64,13,0,0,0,0,0.2,1,41.730195330464596,2.0777246850733526,0.04978947902399432,0.6,0.2,0.2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,14.451858789480823,11.27534063859196,8.27563105457801,9.388402871849754,7.086570696446804,0
Cool Tech Under $50 - June!,B0HI0RTZdJw,2022-06-04,tech,32102,3243,786765,64.5,645,10,1.9,9,0,1,2022,6,5,1,81,27,5,1,0,0,0,0.23529411764705882,1,40.80252680279372,4.121942384320604,0.10102174319357049,0.9,0.0,0.1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,13.575686151548588,10.37670476269511,8.084562415235304,6.470799503782602,4.182050142641207,0
18 DEADLY Tech Fails that need to be BANNED.,Wuq7lS9rljw,2022-07-02,tech,188623,7464,4195072,879.1,8791,10,0.9,4,5,1,2022,7,5,1,53,44,9,0,0,0,2,0.42424242424242425,1,44.962994675657534,1.7792304875816196,0.03957099611394157,0.4,0.5,0.1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,15.249421299400689,12.147510894531909,8.91798070997329,9.081597496083457,6.780035537379766,0
I bought the BIGGEST Tech in the world.,VuG4BcghOSg,2021-12-04,tech,343227,20854,9618335,970.1,9701,10,1.6,6,0,4,2021,12,5,1,263,39,8,0,0,0,1,0.2903225806451613,0,35.684658519379916,2.168150724631654,0.06075862330177987,0.6,0.0,0.4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,16.079181834707367,12.746150228349647,9.945349006631046,9.180087328805161,6.878429449600309,1
Neil Gaiman Answers Mythology Questions From Twitter | Tech Support | WIRED,o-jUQhCeazQ,2022-08-04,tech,43960,1767,791624,2309.1,23091,10,1.7,7,0,3,2022,8,3,0,20,75,10,0,0,0,1,0.22580645161290322,0,55.53141390357038,2.2321202995361435,0.04019563239308462,0.7,0.0,0.3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,13.581843073818732,10.691058156211511,7.477604243197589,10.047241516180824,7.745046092622142,0
Sushi Chef Answers Sushi Questions From Twitter | Tech Support | WIRED,-ju6y-pHByw,2022-05-26,tech,77411,2098,2474364,1732.5,17325,10,1.7,7,0,3,2022,5,3,0,90,70,10,0,0,0,1,0.24561403508771928,0,31.285211068379596,0.8478946509082738,0.02710209143403392,0.7,0.0,0.3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,14.721494355409764,11.256897086320242,7.649216319820633,9.759963542450086,7.457897765125078,0
Futurum Research&#39;s Daniel Newman breaks down tech stocks to watch,-VVLmBXHvL8,2022-08-24,tech,24,45,3461,16.2,81,5,1.2,2,1,2,2022,8,2,0,0,69,12,0,0,0,0,0.07272727272727272,1,6.9344120196475005,13.002022536839062,1.875,0.4,0.2,0.4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,8.149601735736155,3.2188758248682006,3.828641396489095,4.406719247264253,2.8449093838194073,0
My Favorite Tech of the Month!,UxjgqBamqDU,2022-07-30,tech,4492,169,274201,8.5,85,10,1.8,8,0,2,2022,7,5,1,25,30,6,1,0,0,0,0.16666666666666666,0,16.382143026465986,0.6163361913340942,0.037622439893143365,0.8,0.0,0.2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,12.521620340029775,8.41027590907016,5.135798437050262,4.454347296253507,2.2512917986064953,0
Paleontologist Answers Dinosaur Questions From Twitter | Tech Support | WIRED,YvZPU-KBCiQ,2022-06-08,tech,51846,2371,1156785,1498.4,14984,10,1.6,8,2,0,2022,6,2,0,77,77,9,0,0,0,1,0.2,0,44.81904589011787,2.049646217750057,0.04573158970798133,0.8,0.2,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,13.961156027962089,10.856052352774507,7.771488760117616,9.614804979750764,7.312820307068962,0
How Biden&#39;s student loan forgiveness program will work,--ixiTypG8g,2022-08-24,news,1029,2347,97434,83.6,836,10,0.2,0,8,2,2022,8,2,0,0,58,10,0,0,0,0,0.043478260869565216,1,10.560995135168422,24.08810066301291,2.2808551992225463,0.0,0.8,0.2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,11.486940767998234,6.937314081223682,7.761319180947987,6.729824070489475,4.437934266612178,0
